year,issuer_company,ticker_issuer,prop_nr,proposal,cusip,proposals_count,prop_from,count_sharehold_propo,against_mgmt,count_against_mgmt,sector,marketcap,performance_PE,performance_priceCh12m,perc_against_mgmt,environ_prop
2018,3M COMPANY,MMM,5,Consider Pay Disparity Between,88579Y101,16,SH,2,FOR MGMT,0,Industrial,115432.6,26.62x,-17.50%,0.0,0
2018,3M COMPANY,MMM,4,Amend Bylaws -- Call Special Meetings,88579Y101,16,SH,2,FOR MGMT,0,Industrial,115432.6,26.62x,-17.50%,0.0,0
2018,3M COMPANY,MMM,3,Advisory Vote to Ratify Named,88579Y101,16,MGMT,2,FOR MGMT,0,Industrial,115432.6,26.62x,-17.50%,0.0,0
2018,A. O. SMITH CORPORATION,AOS,3,Ratify Ernst & Young LLP as Auditors,831865209,6,MGMT,0,FOR MGMT,0,Construction and Engineering,7462.55,22.34x,-28.71%,0.0,0
2018,A. O. SMITH CORPORATION,AOS,2,Advisory Vote to Ratify Named,831865209,6,MGMT,0,FOR MGMT,0,Construction and Engineering,7462.55,22.34x,-28.71%,0.0,0
2018,A. O. SMITH CORPORATION,AOS,4,Elect Director Gene C. Wulf,831865209,6,MGMT,0,FOR MGMT,0,Construction and Engineering,7462.55,22.34x,-28.71%,0.0,0
2018,A. O. SMITH CORPORATION,AOS,3,Elect Director Idelle K. Wolf,831865209,6,MGMT,0,FOR MGMT,0,Construction and Engineering,7462.55,22.34x,-28.71%,0.0,0
2018,A. O. SMITH CORPORATION,AOS,1,Elect Director William P. Greubel,831865209,6,MGMT,0,FOR MGMT,0,Construction and Engineering,7462.55,22.34x,-28.71%,0.0,0
2018,A. O. SMITH CORPORATION,AOS,2,Elect Director Ilham Kadri,831865209,6,MGMT,0,FOR MGMT,0,Construction and Engineering,7462.55,22.34x,-28.71%,0.0,0
2018,ABBOTT LABORATORIES,ABT,1.10,Elect Director John G. Stratton,002824100,15,MGMT,1,FOR MGMT,0,Health Care,122855.5,153.05x,27.90%,0.0,0
2018,ABBOTT LABORATORIES,ABT,1,Elect Director Robert J. Alpern,002824100,15,MGMT,1,FOR MGMT,0,Health Care,122855.5,153.05x,27.90%,0.0,0
2018,ABBOTT LABORATORIES,ABT,2,Elect Director Roxanne S. Austin,002824100,15,MGMT,1,FOR MGMT,0,Health Care,122855.5,153.05x,27.90%,0.0,0
2018,ABBOTT LABORATORIES,ABT,3,Elect Director Sally E. Blount,002824100,15,MGMT,1,FOR MGMT,0,Health Care,122855.5,153.05x,27.90%,0.0,0
2018,ABBOTT LABORATORIES,ABT,4,Elect Director Edward M. Liddy,002824100,15,MGMT,1,FOR MGMT,0,Health Care,122855.5,153.05x,27.90%,0.0,0
2018,ABBOTT LABORATORIES,ABT,4,Require Independent Board Chairman,002824100,15,SH,1,FOR MGMT,0,Health Care,122855.5,153.05x,27.90%,0.0,0
2018,ABBOTT LABORATORIES,ABT,3,Advisory Vote to Ratify Named,002824100,15,MGMT,1,FOR MGMT,0,Health Care,122855.5,153.05x,27.90%,0.0,0
2018,ABBOTT LABORATORIES,ABT,2,Ratify Ernst & Young LLP as Auditors,002824100,15,MGMT,1,FOR MGMT,0,Health Care,122855.5,153.05x,27.90%,0.0,0
2018,ABBOTT LABORATORIES,ABT,1.12,Elect Director Miles D. White,002824100,15,MGMT,1,FOR MGMT,0,Health Care,122855.5,153.05x,27.90%,0.0,0
2018,ABBOTT LABORATORIES,ABT,7,Elect Director William A. Osborn,002824100,15,MGMT,1,FOR MGMT,0,Health Care,122855.5,153.05x,27.90%,0.0,0
2018,ABBOTT LABORATORIES,ABT,6,Elect Director Phebe N. Novakovic,002824100,15,MGMT,1,FOR MGMT,0,Health Care,122855.5,153.05x,27.90%,0.0,0
2018,ABBOTT LABORATORIES,ABT,5,Elect Director Nancy McKinstry,002824100,15,MGMT,1,FOR MGMT,0,Health Care,122855.5,153.05x,27.90%,0.0,0
2018,ABBOTT LABORATORIES,ABT,8,"Elect Director Samuel C. Scott, III",002824100,15,MGMT,1,FOR MGMT,0,Health Care,122855.5,153.05x,27.90%,0.0,0
2018,ABBOTT LABORATORIES,ABT,9,Elect Director Daniel J. Starks,002824100,15,MGMT,1,FOR MGMT,0,Health Care,122855.5,153.05x,27.90%,0.0,0
2018,ABBOTT LABORATORIES,ABT,1.11,Elect Director Glenn F. Tilton,002824100,15,MGMT,1,FOR MGMT,0,Health Care,122855.5,153.05x,27.90%,0.0,0
2018,ABBVIE INC.,ABBV,3,Elect Director Rebecca B. Roberts,00287Y109,12,MGMT,3,FOR MGMT,0,"Biotech, Life-sciences and Chemicals",130806.65,18.16x,-7.73%,0.0,0
2018,ABBVIE INC.,ABBV,2,Elect Director Richard A. Gonzalez,00287Y109,12,MGMT,3,FOR MGMT,0,"Biotech, Life-sciences and Chemicals",130806.65,18.16x,-7.73%,0.0,0
2018,ABBVIE INC.,ABBV,8,Require Independent Board Chairman,00287Y109,12,SH,3,FOR MGMT,0,"Biotech, Life-sciences and Chemicals",130806.65,18.16x,-7.73%,0.0,0
2018,ABBVIE INC.,ABBV,1,Elect Director Roxanne S. Austin,00287Y109,12,MGMT,3,FOR MGMT,0,"Biotech, Life-sciences and Chemicals",130806.65,18.16x,-7.73%,0.0,0
2018,ABBVIE INC.,ABBV,4,Elect Director Glenn F. Tilton,00287Y109,12,MGMT,3,FOR MGMT,0,"Biotech, Life-sciences and Chemicals",130806.65,18.16x,-7.73%,0.0,0
2018,ABBVIE INC.,ABBV,2,Ratify Ernst & Young LLP as Auditors,00287Y109,12,MGMT,3,FOR MGMT,0,"Biotech, Life-sciences and Chemicals",130806.65,18.16x,-7.73%,0.0,0
2018,ABBVIE INC.,ABBV,3,Advisory Vote to Ratify Named,00287Y109,12,MGMT,3,FOR MGMT,0,"Biotech, Life-sciences and Chemicals",130806.65,18.16x,-7.73%,0.0,0
2018,ABBVIE INC.,ABBV,4,Advisory Vote on Say on Pay Frequency,00287Y109,12,MGMT,3,FOR MGMT,0,"Biotech, Life-sciences and Chemicals",130806.65,18.16x,-7.73%,0.0,0
2018,ABBVIE INC.,ABBV,5,Declassify the Board of Directors,00287Y109,12,MGMT,3,FOR MGMT,0,"Biotech, Life-sciences and Chemicals",130806.65,18.16x,-7.73%,0.0,0
2018,ABBVIE INC.,ABBV,6,Eliminate Supermajority Vote,00287Y109,12,MGMT,3,FOR MGMT,0,"Biotech, Life-sciences and Chemicals",130806.65,18.16x,-7.73%,0.0,0
2018,ABBVIE INC.,ABBV,7,Report on Lobbying Payments and Policy,00287Y109,12,SH,3,FOR MGMT,0,"Biotech, Life-sciences and Chemicals",130806.65,18.16x,-7.73%,0.0,0
2018,ABBVIE INC.,ABBV,9,Report on Integrating Risks Related to,00287Y109,12,SH,3,FOR MGMT,0,"Biotech, Life-sciences and Chemicals",130806.65,18.16x,-7.73%,0.0,0
2018,ACCENTURE PLC,ACN,1f,Elect Director Pierre Nanterme,G1151C101,19,MGMT,0,FOR MGMT,0,IT and Software Services,100366.28,24.83x,5.96%,0.0,0
2018,ACCENTURE PLC,ACN,1e,Elect Director Nancy McKinstry,G1151C101,19,MGMT,0,FOR MGMT,0,IT and Software Services,100366.28,24.83x,5.96%,0.0,0
2018,ACCENTURE PLC,ACN,1d,Elect Director Marjorie Magner,G1151C101,19,MGMT,0,FOR MGMT,0,IT and Software Services,100366.28,24.83x,5.96%,0.0,0
2018,ACCENTURE PLC,ACN,5,Authorize Issuance of Equity or,G1151C101,19,MGMT,0,FOR MGMT,0,IT and Software Services,100366.28,24.83x,5.96%,0.0,0
2018,ACCENTURE PLC,ACN,1b,Elect Director Charles H. Giancarlo,G1151C101,19,MGMT,0,FOR MGMT,0,IT and Software Services,100366.28,24.83x,5.96%,0.0,0
2018,ACCENTURE PLC,ACN,1a,Elect Director Jaime Ardila,G1151C101,19,MGMT,0,FOR MGMT,0,IT and Software Services,100366.28,24.83x,5.96%,0.0,0
2018,ACCENTURE PLC,ACN,1g,Elect Director Gilles C. Pelisson,G1151C101,19,MGMT,0,FOR MGMT,0,IT and Software Services,100366.28,24.83x,5.96%,0.0,0
2018,ACCENTURE PLC,ACN,1c,Elect Director Herbert Hainer,G1151C101,19,MGMT,0,FOR MGMT,0,IT and Software Services,100366.28,24.83x,5.96%,0.0,0
2018,ACCENTURE PLC,ACN,1h,Elect Director Paula A. Price,G1151C101,19,MGMT,0,FOR MGMT,0,IT and Software Services,100366.28,24.83x,5.96%,0.0,0
2018,ACCENTURE PLC,ACN,1i,Elect Director Arun Sarin,G1151C101,19,MGMT,0,FOR MGMT,0,IT and Software Services,100366.28,24.83x,5.96%,0.0,0
2018,ACCENTURE PLC,ACN,1j,Elect Director Frank K. Tang,G1151C101,19,MGMT,0,FOR MGMT,0,IT and Software Services,100366.28,24.83x,5.96%,0.0,0
2018,ACCENTURE PLC,ACN,8,Approve Merger Agreement,G1151C101,19,MGMT,0,FOR MGMT,0,IT and Software Services,100366.28,24.83x,5.96%,0.0,0
2018,ACCENTURE PLC,ACN,9,Amend Articles of Association to No,G1151C101,19,MGMT,0,FOR MGMT,0,IT and Software Services,100366.28,24.83x,5.96%,0.0,0
2018,ACCENTURE PLC,ACN,4,Approve KPMG LLP as Auditors and,G1151C101,19,MGMT,0,FOR MGMT,0,IT and Software Services,100366.28,24.83x,5.96%,0.0,0
2018,ACCENTURE PLC,ACN,3,Amend Omnibus Stock Plan,G1151C101,19,MGMT,0,FOR MGMT,0,IT and Software Services,100366.28,24.83x,5.96%,0.0,0
2018,ACCENTURE PLC,ACN,6,Authorize Issuance of Equity or,G1151C101,19,MGMT,0,FOR MGMT,0,IT and Software Services,100366.28,24.83x,5.96%,0.0,0
2018,ACCENTURE PLC,ACN,1k,Elect Director Tracey T. Travis,G1151C101,19,MGMT,0,FOR MGMT,0,IT and Software Services,100366.28,24.83x,5.96%,0.0,0
2018,ACCENTURE PLC,ACN,2,Advisory Vote to Ratify Named,G1151C101,19,MGMT,0,FOR MGMT,0,IT and Software Services,100366.28,24.83x,5.96%,0.0,0
2018,ACCENTURE PLC,ACN,7,Determine the Price Range at which,G1151C101,19,MGMT,0,FOR MGMT,0,IT and Software Services,100366.28,24.83x,5.96%,0.0,0
2018,"ACTIVISION BLIZZARD, INC.",ATVI,7,Elect Director Robert Morgado,00507V109,12,MGMT,0,FOR MGMT,0,Interactive Home Entertainment,36038.89,62.34x,-23.29%,0.0,0
2018,"ACTIVISION BLIZZARD, INC.",ATVI,8,Elect Director Peter Nolan,00507V109,12,MGMT,0,FOR MGMT,0,Interactive Home Entertainment,36038.89,62.34x,-23.29%,0.0,0
2018,"ACTIVISION BLIZZARD, INC.",ATVI,9,Elect Director Casey Wasserman,00507V109,12,MGMT,0,FOR MGMT,0,Interactive Home Entertainment,36038.89,62.34x,-23.29%,0.0,0
2018,"ACTIVISION BLIZZARD, INC.",ATVI,1.10,Elect Director Elaine Wynn,00507V109,12,MGMT,0,FOR MGMT,0,Interactive Home Entertainment,36038.89,62.34x,-23.29%,0.0,0
2018,"ACTIVISION BLIZZARD, INC.",ATVI,5,Elect Director Robert A. Kotick,00507V109,12,MGMT,0,FOR MGMT,0,Interactive Home Entertainment,36038.89,62.34x,-23.29%,0.0,0
2018,"ACTIVISION BLIZZARD, INC.",ATVI,4,Elect Director Brian Kelly,00507V109,12,MGMT,0,FOR MGMT,0,Interactive Home Entertainment,36038.89,62.34x,-23.29%,0.0,0
2018,"ACTIVISION BLIZZARD, INC.",ATVI,3,"Elect Director Hendrik Hartong, III",00507V109,12,MGMT,0,FOR MGMT,0,Interactive Home Entertainment,36038.89,62.34x,-23.29%,0.0,0
2018,"ACTIVISION BLIZZARD, INC.",ATVI,2,Elect Director Robert Corti,00507V109,12,MGMT,0,FOR MGMT,0,Interactive Home Entertainment,36038.89,62.34x,-23.29%,0.0,0
2018,"ACTIVISION BLIZZARD, INC.",ATVI,2,Advisory Vote to Ratify Named,00507V109,12,MGMT,0,FOR MGMT,0,Interactive Home Entertainment,36038.89,62.34x,-23.29%,0.0,0
2018,"ACTIVISION BLIZZARD, INC.",ATVI,3,Ratify PricewaterhouseCoopers LLP as,00507V109,12,MGMT,0,FOR MGMT,0,Interactive Home Entertainment,36038.89,62.34x,-23.29%,0.0,0
2018,"ACTIVISION BLIZZARD, INC.",ATVI,6,Elect Director Barry Meyer,00507V109,12,MGMT,0,FOR MGMT,0,Interactive Home Entertainment,36038.89,62.34x,-23.29%,0.0,0
2018,"ACTIVISION BLIZZARD, INC.",ATVI,1,Elect Director Reveta Bowers,00507V109,12,MGMT,0,FOR MGMT,0,Interactive Home Entertainment,36038.89,62.34x,-23.29%,0.0,0
2018,ADIDAS AG,ADS,6,Amend Corporate Purpose,D0066B185,10,MGMT,0,FOR MGMT,1,IT and Software Services,9829.2,10.53x,-22.37%,10.0,0
2018,ADIDAS AG,ADS,17,5 Approve Remuneration System for,D0066B185,10,MGMT,0,AGAINST MGMT,1,IT and Software Services,9829.2,10.53x,-22.37%,10.0,0
2018,ADIDAS AG,ADS,17,4 Approve Discharge of Supervisory Board,D0066B185,10,MGMT,0,FOR MGMT,1,IT and Software Services,9829.2,10.53x,-22.37%,10.0,0
2018,ADIDAS AG,ADS,3,Approve Discharge of Management Board,D0066B185,10,MGMT,0,FOR MGMT,1,IT and Software Services,9829.2,10.53x,-22.37%,10.0,0
2018,ADIDAS AG,ADS,2,Approve Allocation of Income and,D0066B185,10,MGMT,0,FOR MGMT,1,IT and Software Services,9829.2,10.53x,-22.37%,10.0,0
2018,ADIDAS AG,ADS,1,Ratify KPMG AG as Auditors for Fiscal,D0066B185,10,MGMT,0,FOR MGMT,1,IT and Software Services,9829.2,10.53x,-22.37%,10.0,0
2018,ADIDAS AG,ADS,18,9.2 Ratify KPMG AG as Auditors for,D0066B185,10,MGMT,0,FOR MGMT,1,IT and Software Services,9829.2,10.53x,-22.37%,10.0,0
2018,ADIDAS AG,ADS,18,9.3 Ratify KPMG AG as Auditors for the,D0066B185,10,MGMT,0,FOR MGMT,1,IT and Software Services,9829.2,10.53x,-22.37%,10.0,0
2018,ADIDAS AG,ADS,8,Approve Issuance of Warrants/Bonds,D0066B185,10,MGMT,0,FOR MGMT,1,IT and Software Services,9829.2,10.53x,-22.37%,10.0,0
2018,ADIDAS AG,ADS,7,Elect Frank Appel to the Supervisory,D0066B185,10,MGMT,0,FOR MGMT,1,IT and Software Services,9829.2,10.53x,-22.37%,10.0,0
2018,ADOBE SYSTEMS INCORPORATED,ADBE,1j,Elect Director John E. Warnock,00724F101,13,MGMT,0,FOR MGMT,0,IT and Software Services,116175.78,49.19x,36.30%,0.0,0
2018,ADOBE SYSTEMS INCORPORATED,ADBE,1h,Elect Director Shantanu Narayen,00724F101,13,MGMT,0,FOR MGMT,0,IT and Software Services,116175.78,49.19x,36.30%,0.0,0
2018,ADOBE SYSTEMS INCORPORATED,ADBE,3,Ratify KPMG LLP as Auditors,00724F101,13,MGMT,0,FOR MGMT,0,IT and Software Services,116175.78,49.19x,36.30%,0.0,0
2018,ADOBE SYSTEMS INCORPORATED,ADBE,4,Advisory Vote to Ratify Named,00724F101,13,MGMT,0,FOR MGMT,0,IT and Software Services,116175.78,49.19x,36.30%,0.0,0
2018,ADOBE SYSTEMS INCORPORATED,ADBE,1g,Elect Director Charles M. Geschke,00724F101,13,MGMT,0,FOR MGMT,0,IT and Software Services,116175.78,49.19x,36.30%,0.0,0
2018,ADOBE SYSTEMS INCORPORATED,ADBE,1f,Elect Director Laura B. Desmond,00724F101,13,MGMT,0,FOR MGMT,0,IT and Software Services,116175.78,49.19x,36.30%,0.0,0
2018,ADOBE SYSTEMS INCORPORATED,ADBE,1e,Elect Director James E. Daley,00724F101,13,MGMT,0,FOR MGMT,0,IT and Software Services,116175.78,49.19x,36.30%,0.0,0
2018,ADOBE SYSTEMS INCORPORATED,ADBE,1d,Elect Director Frank A. Calderoni,00724F101,13,MGMT,0,FOR MGMT,0,IT and Software Services,116175.78,49.19x,36.30%,0.0,0
2018,ADOBE SYSTEMS INCORPORATED,ADBE,1c,Elect Director Robert K. Burgess,00724F101,13,MGMT,0,FOR MGMT,0,IT and Software Services,116175.78,49.19x,36.30%,0.0,0
2018,ADOBE SYSTEMS INCORPORATED,ADBE,1b,Elect Director Edward W. Barnholt,00724F101,13,MGMT,0,FOR MGMT,0,IT and Software Services,116175.78,49.19x,36.30%,0.0,0
2018,ADOBE SYSTEMS INCORPORATED,ADBE,1a,Elect Director Amy L. Banse,00724F101,13,MGMT,0,FOR MGMT,0,IT and Software Services,116175.78,49.19x,36.30%,0.0,0
2018,ADOBE SYSTEMS INCORPORATED,ADBE,1i,Elect Director Daniel L. Rosensweig,00724F101,13,MGMT,0,FOR MGMT,0,IT and Software Services,116175.78,49.19x,36.30%,0.0,0
2018,ADOBE SYSTEMS INCORPORATED,ADBE,2,Amend Omnibus Stock Plan,00724F101,13,MGMT,0,FOR MGMT,0,IT and Software Services,116175.78,49.19x,36.30%,0.0,0
2018,"ADVANCE AUTO PARTS, INC.",AAP,4,Provide Right to Act by Written Consent,00751Y106,13,SH,1,FOR MGMT,0,Automotive,12215.64,22.41x,71.69%,0.0,0
2018,"ADVANCE AUTO PARTS, INC.",AAP,7,"Elect Director Eugene I. Lee, Jr.",00751Y106,13,MGMT,1,FOR MGMT,0,Automotive,12215.64,22.41x,71.69%,0.0,0
2018,"ADVANCE AUTO PARTS, INC.",AAP,1,Elect Director John F. Bergstrom,00751Y106,13,MGMT,1,FOR MGMT,0,Automotive,12215.64,22.41x,71.69%,0.0,0
2018,"ADVANCE AUTO PARTS, INC.",AAP,2,Elect Director Brad W. Buss,00751Y106,13,MGMT,1,FOR MGMT,0,Automotive,12215.64,22.41x,71.69%,0.0,0
2018,"ADVANCE AUTO PARTS, INC.",AAP,3,Elect Director Fiona P. Dias,00751Y106,13,MGMT,1,FOR MGMT,0,Automotive,12215.64,22.41x,71.69%,0.0,0
2018,"ADVANCE AUTO PARTS, INC.",AAP,4,Elect Director John F. Ferraro,00751Y106,13,MGMT,1,FOR MGMT,0,Automotive,12215.64,22.41x,71.69%,0.0,0
2018,"ADVANCE AUTO PARTS, INC.",AAP,5,Elect Director Thomas R. Greco,00751Y106,13,MGMT,1,FOR MGMT,0,Automotive,12215.64,22.41x,71.69%,0.0,0
2018,"ADVANCE AUTO PARTS, INC.",AAP,6,Elect Director Adriana Karaboutis,00751Y106,13,MGMT,1,FOR MGMT,0,Automotive,12215.64,22.41x,71.69%,0.0,0
2018,"ADVANCE AUTO PARTS, INC.",AAP,3,Ratify Deloitte & Touche LLP as,00751Y106,13,MGMT,1,FOR MGMT,0,Automotive,12215.64,22.41x,71.69%,0.0,0
2018,"ADVANCE AUTO PARTS, INC.",AAP,8,Elect Director Douglas A. Pertz,00751Y106,13,MGMT,1,FOR MGMT,0,Automotive,12215.64,22.41x,71.69%,0.0,0
2018,"ADVANCE AUTO PARTS, INC.",AAP,9,Elect Director Reuben E. Slone,00751Y106,13,MGMT,1,FOR MGMT,0,Automotive,12215.64,22.41x,71.69%,0.0,0
2018,"ADVANCE AUTO PARTS, INC.",AAP,1.10,Elect Director Jeffrey C. Smith,00751Y106,13,MGMT,1,FOR MGMT,0,Automotive,12215.64,22.41x,71.69%,0.0,0
2018,"ADVANCE AUTO PARTS, INC.",AAP,2,Advisory Vote to Ratify Named,00751Y106,13,MGMT,1,FOR MGMT,0,Automotive,12215.64,22.41x,71.69%,0.0,0
2018,"ADVANCED MICRO DEVICES, INC.",AMD,1e,Elect Director Michael J. Inglis,007903107,12,MGMT,0,FOR MGMT,0,Semiconductors,19448.46,62.89x,93.82%,0.0,0
2018,"ADVANCED MICRO DEVICES, INC.",AMD,1a,Elect Director John E. Caldwell,007903107,12,MGMT,0,FOR MGMT,0,Semiconductors,19448.46,62.89x,93.82%,0.0,0
2018,"ADVANCED MICRO DEVICES, INC.",AMD,1d,Elect Director Joseph A. Householder,007903107,12,MGMT,0,FOR MGMT,0,Semiconductors,19448.46,62.89x,93.82%,0.0,0
2018,"ADVANCED MICRO DEVICES, INC.",AMD,1b,Elect Director Nora M. Denzel,007903107,12,MGMT,0,FOR MGMT,0,Semiconductors,19448.46,62.89x,93.82%,0.0,0
2018,"ADVANCED MICRO DEVICES, INC.",AMD,1c,Elect Director Mark Durcan,007903107,12,MGMT,0,FOR MGMT,0,Semiconductors,19448.46,62.89x,93.82%,0.0,0
2018,"ADVANCED MICRO DEVICES, INC.",AMD,1f,Elect Director John W. Marren,007903107,12,MGMT,0,FOR MGMT,0,Semiconductors,19448.46,62.89x,93.82%,0.0,0
2018,"ADVANCED MICRO DEVICES, INC.",AMD,1g,Elect Director Lisa T. Su,007903107,12,MGMT,0,FOR MGMT,0,Semiconductors,19448.46,62.89x,93.82%,0.0,0
2018,"ADVANCED MICRO DEVICES, INC.",AMD,2,Ratify Ernst & Young LLP as Auditors,007903107,12,MGMT,0,FOR MGMT,0,Semiconductors,19448.46,62.89x,93.82%,0.0,0
2018,"ADVANCED MICRO DEVICES, INC.",AMD,1i,Elect Director Ahmed Yahia,007903107,12,MGMT,0,FOR MGMT,0,Semiconductors,19448.46,62.89x,93.82%,0.0,0
2018,"ADVANCED MICRO DEVICES, INC.",AMD,1h,Elect Director Abhi Y. Talwalkar,007903107,12,MGMT,0,FOR MGMT,0,Semiconductors,19448.46,62.89x,93.82%,0.0,0
2018,"ADVANCED MICRO DEVICES, INC.",AMD,3,Increase Authorized Common Stock,007903107,12,MGMT,0,FOR MGMT,0,Semiconductors,19448.46,62.89x,93.82%,0.0,0
2018,"ADVANCED MICRO DEVICES, INC.",AMD,4,Advisory Vote to Ratify Named,007903107,12,MGMT,0,FOR MGMT,0,Semiconductors,19448.46,62.89x,93.82%,0.0,0
2018,AEGON NV,AGN,5,Adopt Financial Statements and,N00927298,11,MGMT,0,FOR MGMT,0,Pharmaceuticals,51409.12,19.76x,-7.55%,0.0,0
2018,AEGON NV,AGN,6,Approve Dividends of EUR 0.27 per,N00927298,11,MGMT,0,FOR MGMT,0,Pharmaceuticals,51409.12,19.76x,-7.55%,0.0,0
2018,AEGON NV,AGN,1,Approve Discharge of Management Board,N00927298,11,MGMT,0,FOR MGMT,0,Pharmaceuticals,51409.12,19.76x,-7.55%,0.0,0
2018,AEGON NV,AGN,2,Approve Discharge of Supervisory Board,N00927298,11,MGMT,0,FOR MGMT,0,Pharmaceuticals,51409.12,19.76x,-7.55%,0.0,0
2018,AEGON NV,AGN,2,Reelect Robert W. Dineen to,N00927298,11,MGMT,0,FOR MGMT,0,Pharmaceuticals,51409.12,19.76x,-7.55%,0.0,0
2018,AEGON NV,AGN,1,Reelect Corien M. Wortmann-Kool to,N00927298,11,MGMT,0,FOR MGMT,0,Pharmaceuticals,51409.12,19.76x,-7.55%,0.0,0
2018,AEGON NV,AGN,1,Grant Board Authority to Issue Shares,N00927298,11,MGMT,0,FOR MGMT,0,Pharmaceuticals,51409.12,19.76x,-7.55%,0.0,0
2018,AEGON NV,AGN,2,Authorize Board to Exclude Preemptive,N00927298,11,MGMT,0,FOR MGMT,0,Pharmaceuticals,51409.12,19.76x,-7.55%,0.0,0
2018,AEGON NV,AGN,3,Authorize Board to Issue Shares Up to,N00927298,11,MGMT,0,FOR MGMT,0,Pharmaceuticals,51409.12,19.76x,-7.55%,0.0,0
2018,AEGON NV,AGN,4,Authorize Repurchase of Up to 10,N00927298,11,MGMT,0,FOR MGMT,0,Pharmaceuticals,51409.12,19.76x,-7.55%,0.0,0
2018,AEGON NV,AGN,6,Grant Board Authority to Issue Shares,N00927298,11,MGMT,0,FOR MGMT,0,Pharmaceuticals,51409.12,19.76x,-7.55%,0.0,0
2018,"AFFILIATED MANAGERS GROUP, INC.",AMG,1h,Elect Director Karen L. Yerburgh,008252108,12,MGMT,0,FOR MGMT,0,Financial Services,5427.41,8.03x,-48.01%,0.0,0
2018,"AFFILIATED MANAGERS GROUP, INC.",AMG,1d,Elect Director Niall Ferguson,008252108,12,MGMT,0,FOR MGMT,0,Financial Services,5427.41,8.03x,-48.01%,0.0,0
2018,"AFFILIATED MANAGERS GROUP, INC.",AMG,1e,Elect Director Sean M. Healey,008252108,12,MGMT,0,FOR MGMT,0,Financial Services,5427.41,8.03x,-48.01%,0.0,0
2018,"AFFILIATED MANAGERS GROUP, INC.",AMG,1f,Elect Director Tracy P. Palandjian,008252108,12,MGMT,0,FOR MGMT,0,Financial Services,5427.41,8.03x,-48.01%,0.0,0
2018,"AFFILIATED MANAGERS GROUP, INC.",AMG,1g,Elect Director Patrick T. Ryan,008252108,12,MGMT,0,FOR MGMT,0,Financial Services,5427.41,8.03x,-48.01%,0.0,0
2018,"AFFILIATED MANAGERS GROUP, INC.",AMG,1c,Elect Director Glenn Earle,008252108,12,MGMT,0,FOR MGMT,0,Financial Services,5427.41,8.03x,-48.01%,0.0,0
2018,"AFFILIATED MANAGERS GROUP, INC.",AMG,1i,Elect Director Jide J. Zeitlin,008252108,12,MGMT,0,FOR MGMT,0,Financial Services,5427.41,8.03x,-48.01%,0.0,0
2018,"AFFILIATED MANAGERS GROUP, INC.",AMG,4,Elect Director Nathaniel Dalton,008252108,12,MGMT,0,FOR MGMT,0,Financial Services,5427.41,8.03x,-48.01%,0.0,0
